Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
8826,Out on Stage,15623,15623,0,2018.csv,2018,100%,-
8827,The Competition 2019 Re-release,15622,15622,0,2019.csv,2019,100%,-
8828,Basmati Blues,15605,0,15605,2017.csv,2017,-,100%
8829,Five Nights in Maine,15587,15587,0,2016.csv,2016,100%,-
8830,Bob le Flambeur,15586,15586,0,2018.csv,2018,100%,-
8831,When You Read This Letter,15552,15552,0,2018.csv,2018,100%,-
8832,Postcards from London,15548,5312,10236,2018.csv,2018,34.2%,65.8%
8833,Stuffed,15532,15532,0,2019.csv,2019,100%,-
8834,Bomb the System,15520,15520,0,2005.csv,2005,100%,-
8835,Save the Green Planet!,15516,15516,0,2005.csv,2005,100%,-
8836,Last Dance,15515,15515,0,2002.csv,2002,100%,-
8837,Dreamkiller,15514,15514,0,2010.csv,2010,100%,-
8838,One Bright Shining Moment,15504,15504,0,2005.csv,2005,100%,-
8839,Tom of Finland 2018 Re-release,15483,3314,12169,2018.csv,2018,21.4%,78.6%
8840,Abouna,15476,3290,12186,2003.csv,2003,21.3%,78.7%
8841,They Will Have to Kill Us First: Malian Music In Exile,15453,7516,7937,2015.csv,2015,48.6%,51.4%
8842,California Solo,15433,15433,0,2012.csv,2012,100%,-
8843,Pipe Dream,15430,15430,0,2002.csv,2002,100%,-
8844,Formula 17 2005 Re-release,15427,15427,0,2005.csv,2005,100%,-
8845,Be Somebody,15395,15395,0,2016.csv,2016,100%,-
8846,Keeper of the Flame,15392,0,15392,2002.csv,2002,-,100%
8847,Between the Lines,15383,15383,0,2019.csv,2019,100%,-
8848,Dumbstruck,15379,15379,0,2011.csv,2011,100%,-
8849,The Adderall Diaries,15364,13191,2173,2016.csv,2016,85.9%,14.1%
8850,Wild Side,15355,15355,0,2005.csv,2005,100%,-
8851,The President,15338,7578,7760,2016.csv,2016,49.4%,50.6%
8852,Narcissister Organ Player,15334,15334,0,2018.csv,2018,100%,-
8853,Only the Young,15312,15312,0,2012.csv,2012,100%,-
8854,Contemporary Color,15305,15305,0,2017.csv,2017,100%,-
8855,Starcrossed,15263,15263,0,2016.csv,2016,100%,-
8856,Harry + Max,15247,15247,0,2005.csv,2005,100%,-
8857,Arabian Nights: Volume 2 - The Desolate One,15245,6398,8847,2015.csv,2015,42%,58%
8858,People's Republic of Desire,15241,15241,0,2018.csv,2018,100%,-
8859,The Samaritan,15220,2521,12699,2012.csv,2012,16.6%,83.4%
8860,Off the Lip,15217,15217,0,2004.csv,2004,100%,-
8861,Funan,15152,15152,0,2019.csv,2019,100%,-
8862,The Olivia Experiment,15122,15122,0,2014.csv,2014,100%,-
8863,Kung Fu Joe,15120,15120,0,2012.csv,2012,100%,-
8864,Nora,15120,15120,0,2001.csv,2001,100%,-
8865,Trade of Innocents,15091,15091,0,2012.csv,2012,100%,-
8866,Rebels on Pointe,15088,15088,0,2017.csv,2017,100%,-
8867,Khachaturian,15084,15084,0,2003.csv,2003,100%,-
8868,Cheatin',15077,15077,0,2015.csv,2015,100%,-
8869,Barefoot,15071,15071,0,2014.csv,2014,100%,-
8870,Caught in the Web,15033,1067,13966,2012.csv,2012,7.1%,92.9%
8871,I'm Not Jesus Mommy,15005,15005,0,2011.csv,2011,100%,-
8872,The Tenant,15003,15003,0,2011.csv,2011,100%,-
8873,Wrinkles the Clown,14938,14938,0,2019.csv,2019,100%,-
8874,I Declare War,14928,14928,0,2013.csv,2013,100%,-
8875,La Maison de la radio,14905,8095,6810,2013.csv,2013,54.3%,45.7%
8876,Trust Machine: The Story of Blockchain,14905,14905,0,2018.csv,2018,100%,-
8877,ZZ Top: That Little Ol' Band from Texas,14879,14879,0,2019.csv,2019,100%,-
8878,A Tale of Two Pizzas,14831,14831,0,2005.csv,2005,100%,-
8879,Reeseville,14824,14824,0,2004.csv,2004,100%,-
8880,Horses of God 2014 Re-release,14817,14817,0,2014.csv,2014,100%,-
8881,Vince Giordano: There's a Future in the Past,14807,14807,0,2017.csv,2017,100%,-
8882,Kiss of the Damned,14752,14752,0,2013.csv,2013,100%,-
8883,The Prey 2012 Re-release,14738,13959,779,2012.csv,2012,94.7%,5.3%
8884,Two Ninas,14725,14725,0,2001.csv,2001,100%,-
8885,Sweet Virginia,14725,11753,2972,2017.csv,2017,79.8%,20.2%
8886,Gloria,14701,14701,0,2015.csv,2015,100%,-
8887,30 Beats,14693,14693,0,2012.csv,2012,100%,-
8888,Circus,14693,14693,0,2000.csv,2000,100%,-
8889,Last Men in Aleppo,14637,14637,0,2017.csv,2017,100%,-
8890,10 Days in a Madhouse,14616,14616,0,2015.csv,2015,100%,-
8891,Unraveled,14615,14615,0,2012.csv,2012,100%,-
8892,The Next Big Thing,14600,14600,0,2002.csv,2002,100%,-
8893,Buzzard,14591,14591,0,2015.csv,2015,100%,-
8894,Tristana,14586,14586,0,2012.csv,2012,100%,-
8895,The Settlers,14556,14556,0,2002.csv,2002,100%,-
8896,Ferrante Fever,14518,11137,3381,2018.csv,2018,76.7%,23.3%
8897,The Wanderers 2016 Re-release,14492,14492,0,2016.csv,2016,100%,-
8898,Antarctica: Ice and Sky 2017 Re-release,14475,14475,0,2017.csv,2017,100%,-
8899,The Public Image is Rotten,14464,11293,3171,2018.csv,2018,78.1%,21.9%
8900,The 24th Day,14460,14460,0,2004.csv,2004,100%,-
8901,The Two Escobars,14457,14457,0,2010.csv,2010,100%,-
8902,My Son 2019 Re-release,14450,14450,0,2019.csv,2019,100%,-
8903,The Last Movie Star,14410,14410,0,2018.csv,2018,100%,-
8904,The Unbelievers,14400,14400,0,2013.csv,2013,100%,-
8905,The Uncondemned,14393,14393,0,2016.csv,2016,100%,-
8906,A Silent Love,14389,14389,0,2004.csv,2004,100%,-
8907,Exhibition,14378,14344,34,2014.csv,2014,99.8%,0.2%
8908,The Anarchist Cookbook,14369,14369,0,2003.csv,2003,100%,-
8909,Justice Is Mind,14360,14360,0,2013.csv,2013,100%,-
8910,Gone Doggy Gone,14354,14354,0,2015.csv,2015,100%,-
8911,Peep World,14351,14351,0,2011.csv,2011,100%,-
8912,Machines,14331,9710,4621,2017.csv,2017,67.8%,32.2%
8913,Never Stand Still,14272,14272,0,2012.csv,2012,100%,-
8914,Combat Obscura,14242,14242,0,2019.csv,2019,100%,-
8915,Saheb Biwi Aur Gangster,14231,14231,0,2011.csv,2011,100%,-
8916,Brother Nature,14218,14218,0,2016.csv,2016,100%,-
8917,Crutch,14189,14189,0,2004.csv,2004,100%,-
8918,A Perfect Man,14147,7117,7030,2013.csv,2013,50.3%,49.7%
8919,Newtown,14109,14109,0,2016.csv,2016,100%,-
8920,We Won't Grow Old Together,14104,14104,0,2012.csv,2012,100%,-
8921,Shangri-La Suite,14073,14073,0,2016.csv,2016,100%,-
8922,Gayby,14062,14062,0,2012.csv,2012,100%,-
8923,6 Month Rule,14057,14057,0,2012.csv,2012,100%,-
8924,Head Games,14056,14056,0,2012.csv,2012,100%,-
8925,Ghetto Physics,14034,14034,0,2010.csv,2010,100%,-
8926,Chasing the Blues,14030,14030,0,2018.csv,2018,100%,-
8927,Il Futuro,14001,14001,0,2013.csv,2013,100%,-
8928,Screwball,13967,13967,0,2019.csv,2019,100%,-
8929,Up for Grabs,13931,13931,0,2005.csv,2005,100%,-
8930,Yosemite,13931,13931,0,2016.csv,2016,100%,-
8931,Weed the People,13926,13926,0,2018.csv,2018,100%,-
8932,This Is Martin Bonner,13888,13888,0,2013.csv,2013,100%,-
8933,Falling Away,13869,13869,0,2012.csv,2012,100%,-
8934,Genesis,13856,6784,7072,2019.csv,2019,49%,51%
8935,Blackfoot Trail,13848,13848,0,2015.csv,2015,100%,-
8936,Sympathy for Delicious,13826,13826,0,2011.csv,2011,100%,-
8937,Stavisky...,13793,13793,0,2018.csv,2018,100%,-
8938,The Pretty One,13769,13769,0,2014.csv,2014,100%,-
8939,A Space Program,13739,13739,0,2016.csv,2016,100%,-
8940,Dorfman in Love,13737,13737,0,2013.csv,2013,100%,-
8941,Don McKay,13722,13722,0,2010.csv,2010,100%,-
8942,Time to Die,13707,13707,0,2017.csv,2017,100%,-
8943,Daisies,13692,13692,0,2012.csv,2012,100%,-
8944,This One's for the Ladies,13688,13688,0,2019.csv,2019,100%,-
8945,The Law in These Parts,13683,13683,0,2012.csv,2012,100%,-
8946,Tikkun,13671,13671,0,2016.csv,2016,100%,-
8947,Red Trees,13666,13666,0,2017.csv,2017,100%,-
8948,Soft Fruit,13654,13654,0,2000.csv,2000,100%,-
8949,Fifi Howls from Happiness,13614,13614,0,2014.csv,2014,100%,-
8950,When the Iron Bird Flies: Tibetan Buddhism Arrives in the West,13598,13598,0,2012.csv,2012,100%,-
8951,Stray Dogs,13573,10433,3140,2014.csv,2014,76.9%,23.1%
8952,Eli,13547,13547,0,2015.csv,2015,100%,-
8953,Dysfunctional Friends,13546,13546,0,2012.csv,2012,100%,-
8954,Paper Man,13514,13514,0,2010.csv,2010,100%,-
8955,Duane Hopwood,13510,13510,0,2005.csv,2005,100%,-
8956,Handsome Harry,13500,13500,0,2010.csv,2010,100%,-
8957,Shadowman,13498,13498,0,2017.csv,2017,100%,-
8958,Looking for an Echo,13465,13465,0,2000.csv,2000,100%,-
8959,Spices of Liberty,13463,13463,0,2016.csv,2016,100%,-
8960,The Slaughter Rule,13411,13411,0,2003.csv,2003,100%,-
8961,War of the Worlds: Goliath,13385,13385,0,2014.csv,2014,100%,-
8962,Solaris 2017 Re-release,13352,0,13352,2017.csv,2017,-,100%
8963,Yes Nurse! No Nurse! 2004 Re-release,13325,13325,0,2004.csv,2004,100%,-
8964,Violet Tendencies,13304,13304,0,2010.csv,2010,100%,-
8965,Rapid Response,13294,13294,0,2019.csv,2019,100%,-
8966,The Specials,13276,13276,0,2000.csv,2000,100%,-
8967,Late Spring,13254,13254,0,2016.csv,2016,100%,-
8968,Days and Nights,13243,13243,0,2014.csv,2014,100%,-
8969,Our Blood is Wine,13210,13210,0,2018.csv,2018,100%,-
8970,"Intent to Destroy: Death, Denial & Depiction",13194,13194,0,2017.csv,2017,100%,-
8971,Sol LeWitt,13146,13146,0,2014.csv,2014,100%,-
8972,The Pleasures of Being Out of Step,13137,13137,0,2014.csv,2014,100%,-
8973,The Trouble with Bliss,13093,13093,0,2012.csv,2012,100%,-
8974,Under the Boardwalk: The Monopoly Story,13080,13080,0,2011.csv,2011,100%,-
8975,Nothing But a Man,13063,13063,0,2012.csv,2012,100%,-
8976,"How Much Does Your Building Weigh, Mr Foster? 2012 Re-release",13013,13013,0,2012.csv,2012,100%,-
8977,Jim,13000,13000,0,2010.csv,2010,100%,-
8978,Bloodworth,12971,12971,0,2011.csv,2011,100%,-
8979,Like Me,12965,12965,0,2018.csv,2018,100%,-
8980,K2: Siren of the Himalayas,12959,12959,0,2014.csv,2014,100%,-
8981,The Last Rampage,12944,6294,6650,2017.csv,2017,48.6%,51.4%
8982,A Green Story,12901,12901,0,2013.csv,2013,100%,-
8983,Taipei Story,12897,12897,0,2017.csv,2017,100%,-
8984,Permanent,12847,12847,0,2017.csv,2017,100%,-
8985,The Taqwacores,12839,11445,1394,2010.csv,2010,89.1%,10.9%
8986,Children Underground,12798,12798,0,2001.csv,2001,100%,-
8987,Junction 48,12795,12795,0,2017.csv,2017,100%,-
8988,Yakuza Apocalypse,12756,12756,0,2015.csv,2015,100%,-
8989,Virginia,12728,12728,0,2012.csv,2012,100%,-
8990,Breakdance Academy 2013 Re-release,12708,12708,0,2013.csv,2013,100%,-
8991,Concerning Violence,12680,12680,0,2014.csv,2014,100%,-
8992,Heal,12668,12668,0,2017.csv,2017,100%,-
8993,Bhopal: A Prayer for Rain,12628,12628,0,2014.csv,2014,100%,-
8994,Kangaroo,12626,4547,8079,2018.csv,2018,36%,64%
8995,Lansdown,12614,12614,0,2002.csv,2002,100%,-
8996,American Socialist: The Life and Times of Eugene Victor Debs,12609,12609,0,2018.csv,2018,100%,-
8997,Gory Gory Hallelujah,12604,12604,0,2005.csv,2005,100%,-
8998,Freestyle: The Art of Rhyme,12600,12600,0,2004.csv,2004,100%,-
8999,Buddy Boy,12597,12597,0,2000.csv,2000,100%,-
9000,Boy Meets Girl,12589,12589,0,2014.csv,2014,100%,-
9001,Husbands in Goa,12588,10135,2453,2012.csv,2012,80.5%,19.5%
9002,Of Fathers and Sons,12579,12579,0,2018.csv,2018,100%,-
9003,Around June,12578,12578,0,2012.csv,2012,100%,-
9004,My Art,12554,12554,0,2018.csv,2018,100%,-
9005,Daltry Calhoun,12551,12551,0,2005.csv,2005,100%,-
9006,Off Season,12544,12544,0,2019.csv,2019,100%,-
9007,The Far Side of the Moon 2005 Re-release,12534,12534,0,2005.csv,2005,100%,-
9008,City of Women,12516,12516,0,2016.csv,2016,100%,-
9009,Seven Beauties,12408,12408,0,2017.csv,2017,100%,-
9010,American Chaos,12368,12368,0,2018.csv,2018,100%,-
9011,America the Beautiful 2: The Thin Commandments,12366,12366,0,2011.csv,2011,100%,-
9012,Rebirth,12358,12358,0,2011.csv,2011,100%,-
9013,Spin,12355,12355,0,2004.csv,2004,100%,-
9014,L'héritage de la chouette,12316,12316,0,2018.csv,2018,100%,-
9015,The Dust Factory,12311,12311,0,2004.csv,2004,100%,-
9016,Big Ain't Bad,12288,12288,0,2004.csv,2004,100%,-
9017,4 Days in France,12273,12273,0,2017.csv,2017,100%,-
9018,The Armor of Light,12267,12267,0,2015.csv,2015,100%,-
9019,Wa-shoku Dream: Beyond Sushi,12240,12240,0,2015.csv,2015,100%,-
9020,The Living Wake,12232,12232,0,2010.csv,2010,100%,-
9021,Bricked,12201,12201,0,2019.csv,2019,100%,-
9022,Elstree 1976,12173,12173,0,2016.csv,2016,100%,-
9023,Destiny,12156,12156,0,2016.csv,2016,100%,-
9024,Touch the Wall,12156,12156,0,2014.csv,2014,100%,-
9025,Greetings from Tim Buckley,12155,11157,998,2013.csv,2013,91.8%,8.2%
9026,Shahid,12153,12153,0,2013.csv,2013,100%,-
9027,Back Door Channels: The Price of Peace,12139,12139,0,2011.csv,2011,100%,-
9028,In No Great Hurry: 13 Lessons in Life with Saul Leiter,12133,12133,0,2014.csv,2014,100%,-
9029,The Most Unknown,12119,12119,0,2018.csv,2018,100%,-
9030,Call Me Kuchu,12110,9124,2986,2012.csv,2012,75.3%,24.7%
9031,Zen for Nothing,12107,12107,0,2019.csv,2019,100%,-
9032,Hot Water,12101,12101,0,2016.csv,2016,100%,-
9033,The Kids Grow Up,12095,12095,0,2010.csv,2010,100%,-
9034,A Murder in the Park,12088,12088,0,2015.csv,2015,100%,-
9035,When Two Worlds Collide,12080,12080,0,2016.csv,2016,100%,-
9036,Little England 2015 Re-release,12077,12077,0,2015.csv,2015,100%,-
9037,Close Call,12077,12077,0,2004.csv,2004,100%,-
9038,Imprisoned,12050,12050,0,2019.csv,2019,100%,-
9039,Quartet,12042,12042,0,2019.csv,2019,100%,-
9040,Lost Angels: Skid Row Is My Home,12025,12025,0,2012.csv,2012,100%,-
9041,Queen Margot 2014 Re-release,12005,12005,0,2014.csv,2014,100%,-
9042,Shaye & Kiki,12000,12000,0,2002.csv,2002,100%,-
9043,Rick,11991,11991,0,2004.csv,2004,100%,-
9044,The Legend of Leigh Bowery,11989,11989,0,2003.csv,2003,100%,-
9045,All Babes Want to Kill Me,11975,11975,0,2005.csv,2005,100%,-
9046,Autumn Sonata 2017 Re-release,11959,0,11959,2017.csv,2017,-,100%
9047,The Strange Little Cat,11956,5885,6071,2014.csv,2014,49.2%,50.8%
9048,The Last Race,11947,11947,0,2018.csv,2018,100%,-
9049,Frank Serpico,11925,11925,0,2017.csv,2017,100%,-
9050,Yellow Asphalt,11907,11907,0,2002.csv,2002,100%,-
9051,"Cassandro, The Exotico!",11897,11897,0,2019.csv,2019,100%,-
9052,New York in the 50's,11882,11882,0,2001.csv,2001,100%,-
9053,Smokers Only,11871,11871,0,2002.csv,2002,100%,-
9054,Revenge of the Mekons,11861,11861,0,2014.csv,2014,100%,-
9055,Les Parents Terribles,11818,11818,0,2018.csv,2018,100%,-
9056,Janice Beard,11816,11816,0,2002.csv,2002,100%,-
9057,Emptying the Skies,11811,11811,0,2015.csv,2015,100%,-
9058,The Dry Land,11777,11777,0,2010.csv,2010,100%,-
9059,Summer '03,11746,11746,0,2018.csv,2018,100%,-
9060,Rid of Me,11740,11740,0,2011.csv,2011,100%,-
9061,Writer of O,11728,11728,0,2005.csv,2005,100%,-
9062,Lucha Mexico,11722,11722,0,2016.csv,2016,100%,-
9063,White Wedding 2010 Re-release,11710,11710,0,2010.csv,2010,100%,-
9064,My Voyage to Italy,11683,11683,0,2001.csv,2001,100%,-
9065,36 Saints,11640,11640,0,2013.csv,2013,100%,-
9066,The Tribes of Palos Verdes,11603,11603,0,2017.csv,2017,100%,-
9067,11 Flowers,11599,9213,2386,2012.csv,2012,79.4%,20.6%
9068,Around India with a Movie Camera,11568,10389,1179,2018.csv,2018,89.8%,10.2%
9069,Crop Circles: Quest for Truth,11562,11562,0,2002.csv,2002,100%,-
9070,Intoxicating,11560,11560,0,2004.csv,2004,100%,-
9071,The Preppie Connection,11558,11558,0,2016.csv,2016,100%,-
9072,River of Grass,11553,11553,0,2016.csv,2016,100%,-
9073,The Ruins of Lifta,11548,11548,0,2016.csv,2016,100%,-
9074,Ultrasuede: In Search of Halston,11539,11539,0,2012.csv,2012,100%,-
9075,After the Cup: Sons of Sakhnin United,11538,11538,0,2010.csv,2010,100%,-
9076,Girl Play,11523,11523,0,2005.csv,2005,100%,-
9077,Elektra Luxx,11514,11514,0,2011.csv,2011,100%,-
9078,Manfast,11480,11480,0,2003.csv,2003,100%,-
9079,The Final Member,11428,11428,0,2014.csv,2014,100%,-
9080,The Great Invisible,11428,11428,0,2014.csv,2014,100%,-
9081,The Mesmerist,11422,11422,0,2002.csv,2002,100%,-
9082,Love Forbidden 2003 Re-release,11421,11421,0,2003.csv,2003,100%,-
9083,Beside Bowie: The Mick Ronson Story,11400,11400,0,2017.csv,2017,100%,-
9084,Camera Obscura,11384,11384,0,2003.csv,2003,100%,-
9085,Family Fundamentals,11344,11344,0,2002.csv,2002,100%,-
9086,Rendezvous in July,11321,11321,0,2018.csv,2018,100%,-
9087,Saigon Bodyguards,11314,11314,0,2017.csv,2017,100%,-
9088,Viktoria,11314,11314,0,2016.csv,2016,100%,-
9089,Cinemania,11305,11305,0,2003.csv,2003,100%,-
9090,Dishkiyaoon,11288,11288,0,2014.csv,2014,100%,-
9091,Theo Who Lived,11271,11271,0,2016.csv,2016,100%,-
9092,Daylight's End,11257,0,11257,2016.csv,2016,-,100%
9093,Bullitt County,11257,11257,0,2018.csv,2018,100%,-
9094,In Like Flynn,11255,11255,0,2019.csv,2019,100%,-
9095,Hacker,11239,11239,0,2016.csv,2016,100%,-
9096,The Pathological Optimist,11222,11222,0,2017.csv,2017,100%,-
9097,Children of Invention,11183,11183,0,2010.csv,2010,100%,-
9098,Made Me Do It,11151,11151,0,2019.csv,2019,100%,-
9099,"Now, Forager",11146,11146,0,2012.csv,2012,100%,-
9100,InSight,11100,11100,0,2011.csv,2011,100%,-
9101,Winning Girls Through Psychic Mind Control,11089,11089,0,2005.csv,2005,100%,-
9102,Edward II 2018 Re-release,11055,4826,6229,2018.csv,2018,43.7%,56.3%
9103,The Challenge,11043,11043,0,2017.csv,2017,100%,-
9104,The Woman with the 5 Elephants 2011 Re-release,11026,11026,0,2011.csv,2011,100%,-
9105,Gasoline,11023,11023,0,2003.csv,2003,100%,-
9106,PAY 2 PLAY: Democracy's High Stakes,11021,11021,0,2014.csv,2014,100%,-
9107,Midget Zombie Takeover,11006,11006,0,2013.csv,2013,100%,-
9108,Manito,11000,11000,0,2003.csv,2003,100%,-
9109,Christina,11000,11000,0,2010.csv,2010,100%,-
9110,Pauly Shore Is Dead,11000,11000,0,2004.csv,2004,100%,-
9111,Suburban Birds,10997,10997,0,2019.csv,2019,100%,-
9112,Just Before I Go,10970,10970,0,2015.csv,2015,100%,-
9113,Digging Up the Marrow,10969,10969,0,2015.csv,2015,100%,-
9114,Very Good Girls,10963,6940,4023,2014.csv,2014,63.3%,36.7%
9115,Wallander: Hämnden 2012 Re-release,10960,10960,0,2012.csv,2012,100%,-
9116,Sarah Palin: You Betcha!,10935,10935,0,2011.csv,2011,100%,-
9117,If the Dancer Dances,10912,10912,0,2019.csv,2019,100%,-
9118,MC5*: A True Testimonial,10888,10888,0,2004.csv,2004,100%,-
9119,Stardom,10886,10886,0,2000.csv,2000,100%,-
9120,As It Is in Heaven,10850,10850,0,2014.csv,2014,100%,-
9121,What Happened Last Night,10844,10844,0,2016.csv,2016,100%,-
9122,The Forecaster,10824,10172,652,2015.csv,2015,94%,6%
9123,Bleeding Heart,10815,0,10815,2015.csv,2015,-,100%
9124,Terkel in Trouble 2010 Re-release,10783,10783,0,2010.csv,2010,100%,-
9125,The Man Who Shook the Hand of Vicente Fernandez,10782,10782,0,2012.csv,2012,100%,-
9126,Vision Portraits,10771,10771,0,2019.csv,2019,100%,-
9127,Mala Mala,10761,10761,0,2015.csv,2015,100%,-
9128,A Resurrection,10730,10730,0,2013.csv,2013,100%,-
9129,Hollow in the Land,10688,0,10688,2017.csv,2017,-,100%
9130,Made in Cleveland,10681,10681,0,2013.csv,2013,100%,-
9131,Frankie & Alice,10670,10670,0,2010.csv,2010,100%,-
9132,National Bird,10656,10656,0,2016.csv,2016,100%,-
9133,American Meat,10650,10650,0,2013.csv,2013,100%,-
9134,Caucus,10645,10645,0,2013.csv,2013,100%,-
9135,Mind the Gap,10637,10637,0,2004.csv,2004,100%,-
9136,One More Round,10629,10629,0,2005.csv,2005,100%,-
9137,Lovesong,10626,10626,0,2017.csv,2017,100%,-
9138,Inside the Mind of Leonardo,10600,10600,0,2014.csv,2014,100%,-
9139,Marriage Italian Style 2011 Re-release,10600,10600,0,2011.csv,2011,100%,-
9140,Nola,10550,10550,0,2003.csv,2003,100%,-
9141,China Heavyweight,10550,10550,0,2012.csv,2012,100%,-
9142,Fighting Tommy Riley,10514,10514,0,2005.csv,2005,100%,-
9143,Waiting for Armageddon,10501,10501,0,2010.csv,2010,100%,-
9144,Clarence,10495,10495,0,2017.csv,2017,100%,-
9145,Santa Mesa,10490,10490,0,2012.csv,2012,100%,-
9146,Neon Flesh 2012 Re-release,10483,0,10483,2012.csv,2012,-,100%
9147,"Norte, the End of History",10457,10457,0,2014.csv,2014,100%,-
9148,Evil Intent,10454,10454,0,2013.csv,2013,100%,-
9149,Class Rank,10452,10452,0,2018.csv,2018,100%,-
9150,Let's Get Frank,10440,10440,0,2004.csv,2004,100%,-
9151,Mama Africa 2018 Re-release,10430,10430,0,2018.csv,2018,100%,-
9152,Love in the Time of Money,10410,10410,0,2002.csv,2002,100%,-
9153,The Advocates,10402,10402,0,2018.csv,2018,100%,-
9154,Shanghai Calling,10400,10400,0,2013.csv,2013,100%,-
9155,Elemental,10358,10358,0,2013.csv,2013,100%,-
9156,Zero Bridge,10357,10357,0,2011.csv,2011,100%,-
9157,SK1 2016 Re-release,10330,10330,0,2016.csv,2016,100%,-
9158,Oasis 2004 Re-release,10304,10304,0,2004.csv,2004,100%,-
9159,Painted Woman,10298,10298,0,2017.csv,2017,100%,-
9160,Shepard & Dark,10278,10278,0,2013.csv,2013,100%,-
9161,Moebius,10254,2340,7914,2014.csv,2014,22.8%,77.2%
9162,The Endless Summer,10233,10233,0,2014.csv,2014,100%,-
9163,Amelia 2.0,10233,10233,0,2017.csv,2017,100%,-
9164,Approaching the Unknown,10232,10232,0,2016.csv,2016,100%,-
9165,Tip Top,10201,6050,4151,2013.csv,2013,59.3%,40.7%
9166,When Lambs Become Lions,10197,9337,860,2019.csv,2019,91.6%,8.4%
9167,Prince of the Himalayas,10190,10190,0,2011.csv,2011,100%,-
9168,Miss Minoes 2011 Re-release,10189,10189,0,2011.csv,2011,100%,-
9169,A Bird of the Air,10152,10152,0,2011.csv,2011,100%,-
9170,Revolution #9,10133,10133,0,2002.csv,2002,100%,-
9171,Beta Test,10104,10104,0,2016.csv,2016,100%,-
9172,Putin's Kiss,10082,10082,0,2012.csv,2012,100%,-
9173,Pawn Shop Chronicles,10080,8088,1992,2013.csv,2013,80.2%,19.8%
9174,Before I Disappear,10078,10078,0,2014.csv,2014,100%,-
9175,Little Accidents,10071,10071,0,2015.csv,2015,100%,-
9176,Informant,10068,10068,0,2013.csv,2013,100%,-
9177,The Sunshine Makers,10042,10042,0,2017.csv,2017,100%,-
9178,Circle,10024,10024,0,2010.csv,2010,100%,-
9179,The Life and Mind of Mark DeFriest,10021,10021,0,2015.csv,2015,100%,-
9180,Arjun: The Warrior Prince,10017,10017,0,2012.csv,2012,100%,-
9181,The Do-Deca-Pentathlon,10000,10000,0,2012.csv,2012,100%,-
9182,"Hugh Hefner: Playboy, Activist and Rebel",10000,10000,0,2010.csv,2010,100%,-
9183,Tere Bin Laden: Dead Or Alive,9995,0,9995,2016.csv,2016,-,100%
9184,Made in France,9956,9956,0,2016.csv,2016,100%,-
9185,Olivia,9934,9934,0,2019.csv,2019,100%,-
9186,Streetwise,9904,9904,0,2019.csv,2019,100%,-
9187,Take Care of My Cat,9866,9866,0,2002.csv,2002,100%,-
9188,52 Tuesdays,9844,0,9844,2015.csv,2015,-,100%
9189,Kabbalah Me,9816,9816,0,2014.csv,2014,100%,-
9190,Down Terrace,9812,9812,0,2010.csv,2010,100%,-
9191,Birth of the Living Dead,9802,9802,0,2013.csv,2013,100%,-
9192,Cuba: Island of Music,9791,9791,0,2004.csv,2004,100%,-
9193,Pelle the Conqueror 2017 Re-release,9757,9757,0,2017.csv,2017,100%,-
9194,Finding Home,9736,9736,0,2005.csv,2005,100%,-
9195,All the Rage,9730,9730,0,2000.csv,2000,100%,-
9196,The President's Last Bang,9724,9724,0,2005.csv,2005,100%,-
9197,"If You Don't, I Will",9719,9719,0,2014.csv,2014,100%,-
9198,Antoine and Antoinette,9704,9704,0,2013.csv,2013,100%,-
9199,Brutal Beauty: Tales of the Rose City Rollers,9677,9677,0,2010.csv,2010,100%,-
9200,The Quest of Alain Ducasse,9627,9627,0,2018.csv,2018,100%,-
9201,Virgin,9614,9614,0,2004.csv,2004,100%,-
9202,The Spanish Prisoner 2019 Re-release,9589,9589,0,2019.csv,2019,100%,-
9203,Vito Bonafacci,9570,9570,0,2011.csv,2011,100%,-
9204,Chosen,9536,9283,253,2016.csv,2016,97.3%,2.7%
9205,The Lost Arcade,9522,9522,0,2016.csv,2016,100%,-
9206,Strangers on the Earth,9518,9518,0,2018.csv,2018,100%,-
9207,Living Proof,9512,9512,0,2017.csv,2017,100%,-
9208,In the House of Flies,9480,9480,0,2014.csv,2014,100%,-
9209,Claire Dolan,9480,9480,0,2000.csv,2000,100%,-
9210,Northern Lights,9453,9453,0,2013.csv,2013,100%,-
9211,If I Were You,9432,9432,0,2013.csv,2013,100%,-
9212,I'll Sing for You 2004 Re-release,9425,9425,0,2004.csv,2004,100%,-
9213,Zero Charisma,9417,9417,0,2013.csv,2013,100%,-
9214,"One Cut, One Life",9406,9406,0,2015.csv,2015,100%,-
9215,"L'Chayim, Comrade Stalin",9397,9397,0,2003.csv,2003,100%,-
9216,Innocence and Experience: The Making of 'The Age of Innocence',9395,9395,0,2005.csv,2005,100%,-
9217,First Love 2005 Re-release,9392,9392,0,2005.csv,2005,100%,-
9218,Miss Kiet's Children 2017 Re-release,9384,9384,0,2017.csv,2017,100%,-
9219,Acts of Worship,9377,9377,0,2003.csv,2003,100%,-
9220,The Tree of Wooden Clogs,9367,0,9367,2016.csv,2016,-,100%
9221,Radio Free Albemuth,9365,9365,0,2014.csv,2014,100%,-
9222,Fritz Lang's Indian Epic 2019 re-release,9345,9345,0,2019.csv,2019,100%,-
