Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
4278,Black '47,2073063,57520,2015543,2018.csv,2018,2.8%,97.2%
4279,Blood Simple 2000 Re-release,2068701,1701855,366846,2000.csv,2000,82.3%,17.7%
4280,A Fool,2067820,8212,2059608,2015.csv,2015,0.4%,99.6%
4281,Golmaal 3,2067671,1132192,935479,2010.csv,2010,54.8%,45.2%
4282,American Pastoral,2063436,544098,1519338,2016.csv,2016,26.4%,73.6%
4283,Golmaal Again,2057329,1013893,1043436,2017.csv,2017,49.3%,50.7%
4284,Battle of the Brave,2057293,1599716,457577,2004.csv,2004,77.8%,22.2%
4285,Under the Silver Lake,2053469,46083,2007386,2018.csv,2018,2.2%,97.8%
4286,Viruddh... Family Comes First,2048588,327615,1720973,2005.csv,2005,16%,84%
4287,Hamlet,2046433,1577287,469146,2000.csv,2000,77.1%,22.9%
4288,Being 17,2045219,52713,1992506,2016.csv,2016,2.6%,97.4%
4289,Guzaarish,2043580,1017335,1026245,2010.csv,2010,49.8%,50.2%
4290,W.E.,2042203,583455,1458748,2012.csv,2012,28.6%,71.4%
4291,The Dangerous Lives of Altar Boys,2036599,1815864,220735,2002.csv,2002,89.2%,10.8%
4292,Raid,2031135,1010385,1020750,2018.csv,2018,49.7%,50.3%
4293,Waves,2027629,1658790,368839,2019.csv,2019,81.8%,18.2%
4294,Climax,2027391,817339,1210052,2018.csv,2018,40.3%,59.7%
4295,The Work and the Glory II: American Zion,2025032,2025032,0,2005.csv,2005,100%,-
4296,The Broken Hearts Club: A Romantic Comedy,2019121,1746585,272536,2000.csv,2000,86.5%,13.5%
4297,Armadillo,2018685,14566,2004119,2010.csv,2010,0.7%,99.3%
4298,Graduation,2015002,175975,1839027,2016.csv,2016,8.7%,91.3%
4299,What to Do in Case of Fire,2014162,33545,1980617,2002.csv,2002,1.7%,98.3%
4300,Sur le seuil,2014071,2014071,0,2003.csv,2003,100%,-
4301,Little Men,2008649,702537,1306112,2016.csv,2016,35%,65%
4302,The Man from Elysian Fields,2006391,1435016,571375,2002.csv,2002,71.5%,28.5%
4303,Red Nose,2004814,2004814,0,2003.csv,2003,100%,-
4304,Greater,2000093,2000093,0,2016.csv,2016,100%,-
4305,Peterloo,1998945,151971,1846974,2018.csv,2018,7.6%,92.4%
4306,Mujhse Shaadi Karogi,1998096,915728,1082368,2004.csv,2004,45.8%,54.2%
4307,1898: Our Last Men in the Philippines,1995045,2848,1992197,2016.csv,2016,0.1%,99.9%
4308,Antboy,1994566,0,1994566,2013.csv,2013,-,100%
4309,Va Savoir (Who Knows?),1989779,907323,1082456,2001.csv,2001,45.6%,54.4%
4310,The Trip to Spain,1988841,1157604,831237,2017.csv,2017,58.2%,41.8%
4311,Summer 1993,1983149,185903,1797246,2017.csv,2017,9.4%,90.6%
4312,The Metropolitan Opera HD Live: Verdi: La Traviata,1982588,1882931,99657,2018.csv,2018,95%,5%
4313,Metallica: Some Kind of Monster,1980444,1222708,757736,2004.csv,2004,61.7%,38.3%
4314,Maquia: When the Promised Flower Blooms,1979604,185699,1793905,2018.csv,2018,9.4%,90.6%
4315,Singham Returns,1974745,1232018,742727,2014.csv,2014,62.4%,37.6%
4316,Beloved,1971858,137515,1834343,2011.csv,2011,7%,93%
4317,Diary of a Chambermaid,1971247,54235,1917012,2015.csv,2015,2.8%,97.2%
4318,42nd Street: The Musical,1967450,187440,1780010,2019.csv,2019,9.5%,90.5%
4319,Menashe,1962265,1703036,259229,2017.csv,2017,86.8%,13.2%
4320,Cecil B. DeMented,1961544,1284646,676898,2000.csv,2000,65.5%,34.5%
4321,Greenfingers,1961054,1443067,517987,2001.csv,2001,73.6%,26.4%
4322,Holy Motors,1954125,641100,1313025,2012.csv,2012,32.8%,67.2%
4323,Swades,1953889,1223240,730649,2004.csv,2004,62.6%,37.4%
4324,God Is Great and I'm Not,1952817,73181,1879636,2001.csv,2001,3.7%,96.3%
4325,A Ghost Story,1951683,1596371,355312,2017.csv,2017,81.8%,18.2%
4326,Beanpole,1950414,196258,1754156,2019.csv,2019,10.1%,89.9%
4327,Deadfall,1946254,66351,1879903,2012.csv,2012,3.4%,96.6%
4328,Liam,1945689,1016021,929668,2001.csv,2001,52.2%,47.8%
4329,V/H/S,1944287,100345,1843942,2012.csv,2012,5.2%,94.8%
4330,Housefull 3,1944262,1326999,617263,2016.csv,2016,68.3%,31.7%
4331,Another Earth,1938783,1321194,617589,2011.csv,2011,68.1%,31.9%
4332,Monty Python and the Holy Grail 2001 Re-release,1935066,1827696,107370,2001.csv,2001,94.5%,5.5%
4333,Roger Dodger,1934497,1266828,667669,2002.csv,2002,65.5%,34.5%
4334,Luka Chuppi,1923586,1042905,880681,2019.csv,2019,54.2%,45.8%
4335,Jane,1921221,1723379,197842,2017.csv,2017,89.7%,10.3%
4336,A Dirty Shame,1914166,1339668,574498,2004.csv,2004,70%,30%
4337,Old Fashioned,1914090,1914090,0,2015.csv,2015,100%,-
4338,Professor Marston & the Wonder Women,1899615,1584759,314856,2017.csv,2017,83.4%,16.6%
4339,Secuestro express,1898606,307208,1591398,2005.csv,2005,16.2%,83.8%
4340,Frank,1897363,645186,1252177,2014.csv,2014,34%,66%
4341,Game of Thrones Season 4 Finale,1896092,1896092,0,2015.csv,2015,100%,-
4342,The Art of Getting By,1892130,1430241,461889,2011.csv,2011,75.6%,24.4%
4343,The Mighty Macs,1891936,1891936,0,2011.csv,2011,100%,-
4344,Awake: The Life of Yogananda,1891918,1539680,352238,2014.csv,2014,81.4%,18.6%
4345,Red Lips,1889869,136163,1753706,2011.csv,2011,7.2%,92.8%
4346,Marie Curie: The Courage of Knowledge,1888501,127986,1760515,2017.csv,2017,6.8%,93.2%
4347,Tusk,1882074,1826705,55369,2014.csv,2014,97.1%,2.9%
4348,Hum Tum,1878702,796641,1082061,2004.csv,2004,42.4%,57.6%
4349,Kill Your Darlings,1877924,1030064,847860,2013.csv,2013,54.9%,45.1%
4350,Red State,1874460,1104682,769778,2011.csv,2011,58.9%,41.1%
4351,Wilbur Wants to Kill Himself,1873482,235294,1638188,2003.csv,2003,12.6%,87.4%
4352,Last Flag Flying,1872950,965481,907469,2017.csv,2017,51.5%,48.5%
4353,The Whistleblower,1870392,1124966,745426,2011.csv,2011,60.1%,39.9%
4354,Undertaking Betty,1868949,0,1868949,2002.csv,2002,-,100%
4355,Purple Rain 2016 Re-release,1868929,1868075,854,2016.csv,2016,100%,<0.1%
4356,Late Marriage,1868298,1656445,211853,2001.csv,2001,88.7%,11.3%
4357,The Luzhin Defence,1864747,1053070,811677,2001.csv,2001,56.5%,43.5%
4358,Inseparables,1864605,6258,1858347,2016.csv,2016,0.3%,99.7%
4359,A Better Life,1863506,1759252,104254,2011.csv,2011,94.4%,5.6%
4360,Girlhood,1862990,60765,1802225,2014.csv,2014,3.3%,96.7%
4361,The Hallow,1862407,13906,1848501,2015.csv,2015,0.7%,99.3%
4362,The Dark Horse,1862114,67533,1794581,2014.csv,2014,3.6%,96.4%
4363,The Pact,1855647,2488,1853159,2018.csv,2018,0.1%,99.9%
4364,The Five of Us,1852272,1852272,0,2004.csv,2004,100%,-
4365,Fantastic Fungi,1849050,1788322,60728,2019.csv,2019,96.7%,3.3%
4366,Sweet Country,1847693,104297,1743396,2018.csv,2018,5.6%,94.4%
4367,A Love Song for Bobby Long,1841260,164308,1676952,2004.csv,2004,8.9%,91.1%
4368,Elvis Gratton 3: Le retour d'Elvis Wong,1838920,1838920,0,2004.csv,2004,100%,-
4369,Crooked Arrows,1832541,1832541,0,2012.csv,2012,100%,-
4370,Startup.com,1830008,1283356,546652,2001.csv,2001,70.1%,29.9%
4371,99 Homes,1828232,1411927,416305,2015.csv,2015,77.2%,22.8%
4372,Enduring Love,1828184,358362,1469822,2004.csv,2004,19.6%,80.4%
4373,Rams,1826583,149250,1677333,2015.csv,2015,8.2%,91.8%
4374,A Somewhat Gentle Man,1826459,37743,1788716,2010.csv,2010,2.1%,97.9%
4375,Delhi Safari,1826376,0,1826376,2012.csv,2012,-,100%
4376,The Little Stranger,1824902,713143,1111759,2018.csv,2018,39.1%,60.9%
4377,Mozart's Sister,1824891,707885,1117006,2010.csv,2010,38.8%,61.2%
4378,Infinitely Polar Bear,1824678,1430655,394023,2015.csv,2015,78.4%,21.6%
4379,Human Flow,1824537,527845,1296692,2017.csv,2017,28.9%,71.1%
4380,The Seagull,1820461,1252960,567501,2018.csv,2018,68.8%,31.2%
4381,Song to Song,1813168,443684,1369484,2017.csv,2017,24.5%,75.5%
4382,Brodeuses - A Common Thread,1812833,26042,1786791,2004.csv,2004,1.4%,98.6%
4383,The Monk,1809527,13472,1796055,2011.csv,2011,0.7%,99.3%
4384,NSync: Bigger Than Live,1808679,1808679,0,2001.csv,2001,100%,-
4385,The Navigators,1807686,3052,1804634,2002.csv,2002,0.2%,99.8%
4386,The Other Side of Heaven 2: Fire of Faith,1807216,1807216,0,2019.csv,2019,100%,-
4387,Moses,1807117,1807117,0,2018.csv,2018,100%,-
4388,The Face of Love,1806548,350006,1456542,2013.csv,2013,19.4%,80.6%
4389,The Aura,1805261,58804,1746457,2005.csv,2005,3.3%,96.7%
4390,How I Killed My Father,1802142,145396,1656746,2001.csv,2001,8.1%,91.9%
4391,Oyster Farmer,1801199,15456,1785743,2005.csv,2005,0.9%,99.1%
4392,The Bridge of San Luis Rey,1800141,49981,1750160,2004.csv,2004,2.8%,97.2%
4393,Elvis & Nixon,1798432,1055287,743145,2016.csv,2016,58.7%,41.3%
4394,The Polar Express 2010 IMAX Release,1798274,672796,1125478,2010.csv,2010,37.4%,62.6%
4395,Mine,1788934,0,1788934,2016.csv,2016,-,100%
4396,Mondovino,1788325,209618,1578707,2004.csv,2004,11.7%,88.3%
4397,Harry Potter IMAX Marathon,1784557,1729226,55331,2016.csv,2016,96.9%,3.1%
4398,Soldiers of Fortune,1784286,38898,1745388,2012.csv,2012,2.2%,97.8%
4399,Ondine,1777019,550472,1226547,2010.csv,2010,31%,69%
4400,Tom of Finland,1776931,378296,1398635,2017.csv,2017,21.3%,78.7%
4401,The Diary of a Teenage Girl,1775133,1477002,298131,2015.csv,2015,83.2%,16.8%
4402,Dior and I,1769832,1028953,740879,2015.csv,2015,58.1%,41.9%
4403,I Saw the Light,1767963,1646788,121175,2016.csv,2016,93.1%,6.9%
4404,Carman: The Champion,1765751,1765751,0,2001.csv,2001,100%,-
4405,The Metropolitan Opera HD Live: Puccini: La Bohème,1764201,1764201,0,2018.csv,2018,100%,-
4406,Tales of the Night,1762194,10975,1751219,2011.csv,2011,0.6%,99.4%
4407,Bloody Sunday,1758689,773228,985461,2002.csv,2002,44%,56%
4408,Trolls World Tour,1758185,0,1758185,2020.csv,2020,-,100%
4409,The Blue Butterfly,1755355,1755355,0,2004.csv,2004,100%,-
4410,Flipped,1755212,1755212,0,2010.csv,2010,100%,-
4411,Going the Distance,1752950,1230897,522053,2004.csv,2004,70.2%,29.8%
4412,Murderball,1750211,1531154,219057,2005.csv,2005,87.5%,12.5%
4413,The Metropolitan Opera HD Live: Massenet: Cendrillon,1747259,1243306,503953,2018.csv,2018,71.2%,28.8%
4414,The Debut,1745778,1745778,0,2001.csv,2001,100%,-
4415,Beast,1744071,800365,943706,2018.csv,2018,45.9%,54.1%
4416,"Turn Me On, Dammit!",1743743,126085,1617658,2011.csv,2011,7.2%,92.8%
4417,Wuthering Heights,1742215,100915,1641300,2011.csv,2011,5.8%,94.2%
4418,L'odyssée d'Alice Tremblay,1734925,1734925,0,2002.csv,2002,100%,-
4419,First Position,1730824,1014071,716753,2012.csv,2012,58.6%,41.4%
4420,After Love,1728251,13693,1714558,2016.csv,2016,0.8%,99.2%
4421,Elling,1727470,314729,1412741,2001.csv,2001,18.2%,81.8%
4422,Girl Rising,1727259,1727259,0,2013.csv,2013,100%,-
4423,Diana Vreeland: The Eye Has to Travel,1721472,1017579,703893,2012.csv,2012,59.1%,40.9%
4424,A Faithful Man,1720605,77491,1643114,2018.csv,2018,4.5%,95.5%
4425,The Souvenir,1719157,1036737,682420,2019.csv,2019,60.3%,39.7%
4426,Invisible Life,1716237,146535,1569702,2019.csv,2019,8.5%,91.5%
4427,Weiner,1715955,1676108,39847,2016.csv,2016,97.7%,2.3%
4428,Safe Conduct,1713421,25440,1687981,2002.csv,2002,1.5%,98.5%
4429,The Life and Times of Hank Greenberg,1712385,1712385,0,2000.csv,2000,100%,-
4430,Grease 2018 Re-release,1710727,1213413,497314,2018.csv,2018,70.9%,29.1%
4431,"To Joey, with Love",1709073,1709073,0,2016.csv,2016,100%,-
4432,Paradise: Love,1709036,24267,1684769,2012.csv,2012,1.4%,98.6%
4433,The Girl on the Bridge,1708839,1708839,0,2000.csv,2000,100%,-
4434,"Men, Women & Children",1705908,705908,1000000,2014.csv,2014,41.4%,58.6%
4435,The Oscar Nominated Short Films 2012: Live Action,1702415,1702415,0,2012.csv,2012,100%,-
4436,Meet the Patels,1700681,1700681,0,2015.csv,2015,100%,-
4437,Rear Window 2000 Re-release,1699210,1574607,124603,2000.csv,2000,92.7%,7.3%
4438,Tekken,1697207,0,1697207,2010.csv,2010,-,100%
4439,Matthias & Maxime,1696938,374739,1322199,2019.csv,2019,22.1%,77.9%
4440,The Wild Pear Tree,1696258,34014,1662244,2018.csv,2018,2%,98%
4441,Dunkirk 2017 Re-release,1695119,1695119,0,2017.csv,2017,100%,-
4442,Open Hearts,1692272,136170,1556102,2002.csv,2002,8%,92%
4443,State Property: Blood on the Streets,1691706,1691706,0,2005.csv,2005,100%,-
4444,El vacilón: The Movie,1690929,1291951,398978,2005.csv,2005,76.4%,23.6%
4445,The Legend of Johnny Lingo,1690767,1690767,0,2003.csv,2003,100%,-
4446,All Good Things 2010 Re-release,1689646,582024,1107622,2010.csv,2010,34.4%,65.6%
4447,Slamma Jamma,1687000,1687000,0,2017.csv,2017,100%,-
4448,Tim's Vermeer,1686917,1671377,15540,2014.csv,2014,99.1%,0.9%
4449,Janis: Little Girl Blue,1683166,410465,1272701,2015.csv,2015,24.4%,75.6%
4450,The Bride,1682689,0,1682689,2015.csv,2015,-,100%
4451,Detachment,1681521,72689,1608832,2012.csv,2012,4.3%,95.7%
4452,The Hunter,1680778,176669,1504109,2011.csv,2011,10.5%,89.5%
4453,"The Book of Mormon Movie, Volume 1: The Journey",1680020,1680020,0,2003.csv,2003,100%,-
4454,In Between,1679952,107977,1571975,2016.csv,2016,6.4%,93.6%
4455,Final Portrait,1677835,461972,1215863,2017.csv,2017,27.5%,72.5%
4456,Marci X,1675706,1648818,26888,2003.csv,2003,98.4%,1.6%
4457,Nothing Left to Fear,1675381,7886,1667495,2013.csv,2013,0.5%,99.5%
4458,Ginger & Rosa,1674776,1012973,661803,2012.csv,2012,60.5%,39.5%
4459,Happy Endings,1673288,1315701,357587,2005.csv,2005,78.6%,21.4%
4460,Equity,1672306,1605463,66843,2016.csv,2016,96%,4%
4461,Divine Intervention,1672044,421343,1250701,2002.csv,2002,25.2%,74.8%
4462,La femme de mon frère,1671969,539524,1132445,2019.csv,2019,32.3%,67.7%
4463,Vanishing on 7th Street,1671196,22729,1648467,2011.csv,2011,1.4%,98.6%
4464,L.I.E.,1667192,1138836,528356,2001.csv,2001,68.3%,31.7%
4465,Girlfight,1666028,1565852,100176,2000.csv,2000,94%,6%
4466,A Hard Day's Night,1664617,965351,699266,2000.csv,2000,58%,42%
4467,The Double,1662515,200406,1462109,2014.csv,2014,12.1%,87.9%
4468,The Comedian,1659002,1659002,0,2016.csv,2016,100%,-
4469,Rustom,1658594,1087419,571175,2016.csv,2016,65.6%,34.4%
4470,Dear Frankie,1656829,18025,1638804,2005.csv,2005,1.1%,98.9%
4471,Deerskin,1656279,0,1656279,2019.csv,2019,-,100%
4472,Rockstar,1651601,986697,664904,2011.csv,2011,59.7%,40.3%
4473,What's Cooking?,1649655,1045899,603756,2000.csv,2000,63.4%,36.6%
4474,Two Lives,1649260,22620,1626640,2012.csv,2012,1.4%,98.6%
4475,Appleseed,1647770,129135,1518635,2004.csv,2004,7.8%,92.2%
4476,Dough,1647429,1148304,499125,2016.csv,2016,69.7%,30.3%
4477,The Letters,1647416,1647416,0,2015.csv,2015,100%,-
4478,The Little Hours,1647175,1647175,0,2017.csv,2017,100%,-
4479,Short Term 12,1645164,1013100,632064,2013.csv,2013,61.6%,38.4%
4480,Asylum,1644363,375403,1268960,2005.csv,2005,22.8%,77.2%
4481,A Family Man,1641235,0,1641235,2017.csv,2017,-,100%
4482,Sorry Angel,1636273,30628,1605645,2018.csv,2018,1.9%,98.1%
4483,Student of the Year 2,1635907,778566,857341,2019.csv,2019,47.6%,52.4%
4484,Since Otar Left,1634307,350391,1283916,2003.csv,2003,21.4%,78.6%
4485,Mohenjo Daro,1630231,1264339,365892,2016.csv,2016,77.6%,22.4%
4486,Iris,1620708,1310678,310030,2015.csv,2015,80.9%,19.1%
4487,All You Need Is Love,1620654,0,1620654,2014.csv,2014,-,100%
4488,I Still See You,1620637,1359,1619278,2018.csv,2018,<0.1%,99.9%
4489,Son of Sardaar,1618361,771789,846572,2012.csv,2012,47.7%,52.3%
4490,Grand Piano,1618085,22555,1595530,2013.csv,2013,1.4%,98.6%
4491,Anjaana Anjaani,1615888,854757,761131,2010.csv,2010,52.9%,47.1%
4492,In My Father's Den,1614675,0,1614675,2004.csv,2004,-,100%
4493,The Corporation,1613533,1613533,0,2004.csv,2004,100%,-
4494,Session 9,1612259,378176,1234083,2001.csv,2001,23.5%,76.5%
4495,Singin' in the Rain 2012 Re-release,1609789,1608925,864,2012.csv,2012,99.9%,<0.1%
4496,Walk With Me,1606705,726726,879979,2017.csv,2017,45.2%,54.8%
4497,More Than Honey,1604609,79772,1524837,2012.csv,2012,5%,95%
4498,We Are the Best!,1604273,180590,1423683,2013.csv,2013,11.3%,88.7%
4499,Northfork,1599804,1420578,179226,2003.csv,2003,88.8%,11.2%
4500,The Code,1598493,13152,1585341,2002.csv,2002,0.8%,99.2%
4501,Yamla Pagla Deewana,1597269,993031,604238,2011.csv,2011,62.2%,37.8%
4502,The Metropolitan Opera HD Live: Verdi: Aida,1595902,1595902,0,2018.csv,2018,100%,-
4503,Made in India,1594164,790628,803536,2018.csv,2018,49.6%,50.4%
4504,Queen of the Desert,1592853,0,1592853,2015.csv,2015,-,100%
4505,It's All Gone Pete Tong,1591879,120620,1471259,2005.csv,2005,7.6%,92.4%
4506,Nine Lives,1591523,478830,1112693,2005.csv,2005,30.1%,69.9%
4507,I Am,1591034,1591034,0,2011.csv,2011,100%,-
4508,The Crossing,1589212,90896,1498316,2019.csv,2019,5.7%,94.3%
4509,Dance Academy: The Movie,1586858,0,1586858,2017.csv,2017,-,100%
4510,Lovelace,1585583,356582,1229001,2013.csv,2013,22.5%,77.5%
4511,Two 2004 Re-release,1585139,47806,1537333,2004.csv,2004,3%,97%
4512,Make Your Move,1583687,125106,1458581,2012.csv,2012,7.9%,92.1%
4513,The Bay,1581252,30668,1550584,2012.csv,2012,1.9%,98.1%
4514,Lou! Journal infime,1581125,287,1580838,2014.csv,2014,<0.1%,100%
4515,The Stray,1579440,1579440,0,2017.csv,2017,100%,-
4516,Lay the Favorite,1576687,20998,1555689,2012.csv,2012,1.3%,98.7%
4517,After Midnight,1576003,50469,1525534,2004.csv,2004,3.2%,96.8%
4518,Adore,1575749,318982,1256767,2013.csv,2013,20.2%,79.8%
4519,Genesis: Paradise Lost,1575000,1575000,0,2017.csv,2017,100%,-
4520,Teri Meri Kahaani,1574703,781196,793507,2012.csv,2012,49.6%,50.4%
4521,Human Nature,1574660,705308,869352,2002.csv,2002,44.8%,55.2%
4522,9 Songs,1574623,66853,1507770,2004.csv,2004,4.2%,95.8%
4523,Teen Spirit,1573601,441366,1132235,2019.csv,2019,28%,72%
4524,Cesare deve morire,1567339,76908,1490431,2012.csv,2012,4.9%,95.1%
4525,Hope Springs,1567189,0,1567189,2003.csv,2003,-,100%
4526,Ushpizin,1565016,1400666,164350,2005.csv,2005,89.5%,10.5%
4527,"Bless Me, Ultima",1561962,1561962,0,2013.csv,2013,100%,-
4528,Batman Begins 2012 Re-release,1559514,1508658,50856,2012.csv,2012,96.7%,3.3%
4529,Persecuted,1558836,1558836,0,2014.csv,2014,100%,-
4530,Parineeta,1558018,802758,755260,2005.csv,2005,51.5%,48.5%
4531,The Kid,1553483,1508593,44890,2019.csv,2019,97.1%,2.9%
4532,Out of Control,1553195,36486,1516709,2003.csv,2003,2.3%,97.7%
4533,Eros,1553020,188392,1364628,2004.csv,2004,12.1%,87.9%
4534,Still Mine,1552730,1159336,393394,2013.csv,2013,74.7%,25.3%
4535,Yardie,1551163,36012,1515151,2018.csv,2018,2.3%,97.7%
4536,A Home at the End of the World,1548955,1029872,519083,2004.csv,2004,66.5%,33.5%
4537,Tel Aviv on Fire,1548893,506145,1042748,2019.csv,2019,32.7%,67.3%
4538,Cold in July,1547630,427418,1120212,2014.csv,2014,27.6%,72.4%
4539,Lagaan: Once Upon a Time in India,1546734,835767,710967,2001.csv,2001,54%,46%
4540,Fed Up,1546229,1538899,7330,2014.csv,2014,99.5%,0.5%
4541,"New York, New York",1545352,92377,1452975,2016.csv,2016,6%,94%
4542,The Lords of Salem,1544989,1165882,379107,2013.csv,2013,75.5%,24.5%
4543,Mystery Train,1544973,1541218,3755,2018.csv,2018,99.8%,0.2%
4544,Divided We Fall 2001 Re-release,1544317,1332586,211731,2001.csv,2001,86.3%,13.7%
4545,Rampart,1543613,972512,571101,2012.csv,2012,63%,37%
4546,The Wedding Plan,1542345,1412404,129941,2016.csv,2016,91.6%,8.4%
4547,The Chaperone,1541223,600654,940569,2019.csv,2019,39%,61%
4548,Kedarnath,1538846,901131,637715,2018.csv,2018,58.6%,41.4%
4549,Monos,1534584,406473,1128111,2019.csv,2019,26.5%,73.5%
4550,Reaching for the Moon,1534391,45502,1488889,2013.csv,2013,3%,97%
4551,Love,1533874,309200,1224674,2012.csv,2012,20.2%,79.8%
4552,The Blind Swordsman: Zatoichi 2004 Re-release,1532969,862894,670075,2004.csv,2004,56.3%,43.7%
4553,The Bullet Vanishes,1528580,117629,1410951,2012.csv,2012,7.7%,92.3%
4554,Gold,1528185,5539,1522646,2017.csv,2017,0.4%,99.6%
4555,Certain Women,1526698,1087585,439113,2016.csv,2016,71.2%,28.8%
4556,Mysterious Skin,1524966,713240,811726,2005.csv,2005,46.8%,53.2%
4557,The Sea Is Watching,1523691,30577,1493114,2002.csv,2002,2%,98%
4558,Dogtown and Z-Boys,1523090,1300682,222408,2002.csv,2002,85.4%,14.6%
4559,The Syrian Bride,1522967,380505,1142462,2005.csv,2005,25%,75%
4560,She Hate Me,1522377,366037,1156340,2004.csv,2004,24%,76%
4561,Shaadi Ke Side Effects,1521778,921277,600501,2014.csv,2014,60.5%,39.5%
4562,The Kid Stays in the Picture,1521593,1439232,82361,2002.csv,2002,94.6%,5.4%
4563,Princess Mononoke 2018 Re-release,1519321,1423877,95444,2018.csv,2018,93.7%,6.3%
4564,The Dark Knight 2012 Re-release,1513086,1513086,0,2012.csv,2012,100%,-
4565,My Golden Days,1509773,269144,1240629,2015.csv,2015,17.8%,82.2%
4566,Dum Maaro Dum,1508912,564489,944423,2011.csv,2011,37.4%,62.6%
4567,The Daughter,1505434,26376,1479058,2016.csv,2016,1.8%,98.2%
4568,The Kings of Summer,1501595,1315590,186005,2013.csv,2013,87.6%,12.4%
4569,Priceless,1499605,1499605,0,2016.csv,2016,100%,-
4570,The Blind Swordsman: Zatoichi Canadian Release,1496523,255269,1241254,2004.csv,2004,17.1%,82.9%
4571,Moka,1493067,129547,1363520,2016.csv,2016,8.7%,91.3%
4572,The Artist and the Model,1492780,127958,1364822,2012.csv,2012,8.6%,91.4%
4573,In My Country,1491434,163893,1327541,2004.csv,2004,11%,89%
4574,Mully,1489771,1489771,0,2017.csv,2017,100%,-
4575,Patti Cake$,1482356,800148,682208,2017.csv,2017,54%,46%
4576,Oasis: Supersonic,1478119,242867,1235252,2016.csv,2016,16.4%,83.6%
4577,Freeheld,1474471,573335,901136,2015.csv,2015,38.9%,61.1%
4578,Good Kill,1474471,316472,1157999,2015.csv,2015,21.5%,78.5%
4579,Mausam,1473341,728316,745025,2011.csv,2011,49.4%,50.6%
4580,De De Pyaar De,1473116,425934,1047182,2019.csv,2019,28.9%,71.1%
4581,A Pigeon Sat on a Branch Reflecting on Existence,1472431,222989,1249442,2014.csv,2014,15.1%,84.9%
4582,Jimmy P.,1470582,30283,1440299,2013.csv,2013,2.1%,97.9%
4583,Violeta Went to Heaven,1466032,21496,1444536,2011.csv,2011,1.5%,98.5%
4584,Modigliani,1466013,205165,1260848,2004.csv,2004,14%,86%
4585,Thelma,1463727,147391,1316336,2017.csv,2017,10.1%,89.9%
4586,Joshua,1461635,1461635,0,2002.csv,2002,100%,-
4587,The Center of the World,1460687,1101344,359343,2001.csv,2001,75.4%,24.6%
4588,Life of Crime,1456675,265452,1191223,2014.csv,2014,18.2%,81.8%
4589,The Miseducation of Cameron Post,1451729,904703,547026,2018.csv,2018,62.3%,37.7%
4590,The Other Woman,1451343,25423,1425920,2010.csv,2010,1.8%,98.2%
4591,The Disappearance of Eleanor Rigby: Them,1448076,587774,860302,2014.csv,2014,40.6%,59.4%
4592,The City of Your Final Destination,1444401,493296,951105,2010.csv,2010,34.2%,65.8%
4593,Besharam,1443479,679866,763613,2013.csv,2013,47.1%,52.9%
4594,The Dawn Wall 2018 Re-release,1442013,970032,471981,2018.csv,2018,67.3%,32.7%
4595,No Good Deed,1440653,181600,1259053,2002.csv,2002,12.6%,87.4%
4596,My Friend Dahmer,1436751,1361611,75140,2017.csv,2017,94.8%,5.2%
4597,Restrepo,1436391,1330894,105497,2010.csv,2010,92.7%,7.3%
4598,Kai po che!,1435272,1122527,312745,2013.csv,2013,78.2%,21.8%
4599,Monica la mitraille,1435015,1435015,0,2004.csv,2004,100%,-
4600,Timecode,1431406,1057750,373656,2000.csv,2000,73.9%,26.1%
4601,The Devil's Hand,1428494,5746,1422748,2014.csv,2014,0.4%,99.6%
4602,The Zero Theorem,1428362,257706,1170656,2014.csv,2014,18%,82%
4603,Mere Brother Ki Dulhan,1427275,496172,931103,2011.csv,2011,34.8%,65.2%
4604,Fairy Tail: Dragon Cry,1420035,519461,900574,2017.csv,2017,36.6%,63.4%
4605,Black Butterflies,1416573,0,1416573,2011.csv,2011,-,100%
4606,It 2019 Re-release,1414696,1347126,67570,2019.csv,2019,95.2%,4.8%
4607,The Wolfpack,1414140,1301696,112444,2015.csv,2015,92%,8%
4608,Bombón: El Perro,1412753,19791,1392962,2005.csv,2005,1.4%,98.6%
4609,Parkland,1412181,653651,758530,2013.csv,2013,46.3%,53.7%
4610,Saint Ralph,1410952,489389,921563,2005.csv,2005,34.7%,65.3%
4611,Lost in La Mancha,1407019,732393,674626,2002.csv,2002,52.1%,47.9%
4612,Lazer Team,1406538,1186426,220112,2016.csv,2016,84.4%,15.6%
4613,Just a Sigh,1406331,75531,1330800,2013.csv,2013,5.4%,94.6%
4614,El Chicano,1404646,1400603,4043,2019.csv,2019,99.7%,0.3%
4615,Haider,1404307,1048143,356164,2014.csv,2014,74.6%,25.4%
4616,Universal Soldier: Day of Reckoning,1402307,5460,1396847,2012.csv,2012,0.4%,99.6%
4617,Born to Be Blue 2016 Re-release,1401411,678203,723208,2016.csv,2016,48.4%,51.6%
4618,Vox Lux,1399272,727119,672153,2018.csv,2018,52%,48%
4619,Criminal,1398053,929233,468820,2004.csv,2004,66.5%,33.5%
4620,Maggie,1394052,187112,1206940,2015.csv,2015,13.4%,86.6%
4621,White Material,1392434,304020,1088414,2010.csv,2010,21.8%,78.2%
